empresa,rubro,direccion,ciudad,provincia,telefono,website,google_maps_url,rating,reviews_count,price_level,horarios,instagram,email,whatsapp,score_ia,observaciones,fuente,fecha_extraccion
Sagrada Madre Argentina (No Es Salon De Ventas),Tienda Holística / Sahumerios,"Estero Bellaco 230, B1702 Ciudadela, Provincia de Buenos Aires, Argentina",Ciudadela,Provincia de Buenos Aires,011 6250-1279,http://sagradamadre.com/,https://maps.google.com/?cid=1163279543388384481,4.4,37,,lunes: 8:00–17:00; martes: 8:00–17:00; miércoles: 8:00–17:00; jueves: 8:00–17:00; viernes: 8:00–17:00; sábado: Cerrado; domingo: Cerrado,@sagradamadreargentin,info@sagradamadre.com,01162501279,8,,Google Places API,2026-05-29
La Catedral de Los Sueños,Tienda Holística / Sahumerios,"Andrés Ferreyra 4550, B1678GZP Caseros, Provincia de Buenos Aires, Argentina",Caseros,Provincia de Buenos Aires,3985-8050,http://www.santerialacatedral.com.ar/,https://maps.google.com/?cid=18142345197036279737,4.7,1311,,lunes: 7:00–17:00; martes: 7:00–17:00; miércoles: 7:00–17:00; jueves: 7:00–17:00; viernes: 7:00–17:00; sábado: 7:00–13:00; domingo: Cerrado,@lacatedraldelossueos,,39858050,8,,Google Places API,2026-05-29
Grupo Utopía Central,Tienda Holística / Sahumerios,"Cortina 432, C1407 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 15-3615-6561,https://www.grupoutopia.com.ar/,https://maps.google.com/?cid=7601568830051218208,4.5,764,,lunes: 9:00–18:00; martes: 9:00–18:00; miércoles: 9:00–18:00; jueves: 9:00–18:00; viernes: 9:00–18:00; sábado: 9:00–18:00; domingo: Cerrado,@grupoutopacentral,,0111536156561,8,,Google Places API,2026-05-29
Santería M.C.,Tienda Holística / Sahumerios,"Gálvez 1371, S2001NWG Rosario, Santa Fe, Argentina",Rosario,Santa Fe,0341 639-7716,http://www.distribuidoramc.com.ar/,https://maps.google.com/?cid=16105636784277670537,4.3,375,,lunes: 10:00–19:00; martes: 10:00–19:00; miércoles: 10:00–19:00; jueves: 10:00–19:00; viernes: 10:00–19:00; sábado: Cerrado; domingo: Cerrado,@santeramc,distribuidoramc.oficial@gmail.com,03416397716,8,,Google Places API,2026-05-29
Azcuénaga Sahumerios,Tienda Holística / Sahumerios,"C1029AAG, Azcuénaga 327, C1029AAG Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 3000-0327,,https://maps.google.com/?cid=9124594928388319164,4.2,72,,lunes: 8:30–18:30; martes: 8:30–18:30; miércoles: 8:30–18:30; jueves: 8:30–18:30; viernes: 8:30–18:30; sábado: 9:30–14:00; domingo: Cerrado,@azcunagasahumerios,,01130000327,6,,Google Places API,2026-05-29
Harmonie Productos,Tienda Holística / Sahumerios,"Av. Juan B. Justo 1014, B7600 Mar del Plata, Provincia de Buenos Aires, Argentina",Mar del Plata,Provincia de Buenos Aires,0223 633-0084,https://www.harmonieproductos.com.ar/,https://maps.google.com/?cid=4568192747649260781,4.5,27,,lunes: 10:00–18:00; martes: 10:00–18:00; miércoles: 10:00–18:00; jueves: 10:00–18:00; viernes: 10:00–18:00; sábado: Cerrado; domingo: Cerrado,@harmonieproductos,,02236330084,8,,Google Places API,2026-05-29
AROMANZA ILUMINARTE TIBETANOS DIFUSORES MAGIA SAHUMERIOS 2275,Tienda Holística / Sahumerios,"Av. Corrientes 2275, C1046 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 5010-2290,https://sahumeriosmagia.com.ar/,https://maps.google.com/?cid=16486416596870627502,5,14,,lunes: 8:30–18:30; martes: 8:30–18:30; miércoles: 8:30–18:30; jueves: 8:30–18:30; viernes: 8:30–18:30; sábado: 9:00–14:00; domingo: Cerrado,@aromanzailuminarteti,nuvempago@2x.png,01150102290,7,,Google Places API,2026-05-29
Distribuidora Melisa,Tienda Holística / Sahumerios,"Suipacha 1222, B1706 Haedo, Provincia de Buenos Aires, Argentina",Haedo,Provincia de Buenos Aires,011 6255-5498,https://www.distribuidoramelisamayorista.com.ar/,https://maps.google.com/?cid=4074053546973611625,4.8,41,,lunes: 7:00–16:00; martes: 7:00–16:00; miércoles: 7:00–16:00; jueves: 7:00–16:00; viernes: 7:00–16:00; sábado: Cerrado; domingo: Cerrado,@distribuidoramelisa,info@distribuidoramelisa.com,01162555498,8,,Google Places API,2026-05-29
AUPAR La Esquina Rosa - PARAFINAS - CERA DE SOJA - Insumos para Artesanías,Tienda Holística / Sahumerios,"Av Warnes 599 esquina, Acevedo, C1414 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 15-5744-3917,http://www.aupar.com.ar/,https://maps.google.com/?cid=15633291245993332117,4.4,1603,,lunes: 9:30–19:00; martes: 9:30–19:00; miércoles: 9:30–19:00; jueves: 9:30–19:00; viernes: 9:30–19:00; sábado: 9:30–14:00; domingo: Cerrado,@auparlaesquinarosapa,info@aupar.com.ar,0111557443917,8,,Google Places API,2026-05-29
Grupo Utopia liniers,Tienda Holística / Sahumerios,"Cuzco 183, C1408 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 4641-0048,https://www.grupoutopia.com.ar/,https://maps.google.com/?cid=8635530135698483123,4.3,465,,lunes: 8:00–20:00; martes: 8:00–20:00; miércoles: 8:00–20:00; jueves: 8:00–20:00; viernes: 8:00–20:00; sábado: 8:00–20:00; domingo: 10:00–19:00,@grupoutopialiniers,,01146410048,8,,Google Places API,2026-05-29
Parisi - Sahumerio Importado,Tienda Holística / Sahumerios,"Curupaytí 253, B1609DKE Boulogne, Provincia de Buenos Aires, Argentina",Boulogne,Provincia de Buenos Aires,011 7206-0011,http://www.parisi.com.ar/,https://maps.google.com/?cid=4035018370834611202,4.6,26,,lunes: 8:00–16:00; martes: 8:00–16:00; miércoles: 8:00–16:00; jueves: 8:00–16:00; viernes: 8:00–16:00; sábado: Cerrado; domingo: Cerrado,@parisisahumerioimpor,,01172060011,8,,Google Places API,2026-05-29
El templo del sahumerio,Tienda Holística / Sahumerios,"CIF, Cnel. Ramón L. Falcón 3220, B1702 Ciudadela, Cdad. Autónoma de Buenos Aires, Argentina",Ciudadela,Ciudad Autónoma de Buenos Aires,011 5666-7107,,https://maps.google.com/?cid=15056779171909874495,4.4,14,,lunes: 9:00–17:00; martes: 9:00–17:00; miércoles: 9:00–17:00; jueves: 9:00–17:00; viernes: 9:00–17:00; sábado: 9:00–14:30; domingo: Cerrado,@eltemplodelsahumerio,,01156667107,5,,Google Places API,2026-05-29
Aromas de la Vida,Tienda Holística / Sahumerios,"Buenos Aires 1395 esq. Astillero Parodi Galería Buenos Aires Delta locales 1, 22, 23, 24 y 25 Puerto de Frutos, Tigre, Prov. de Bs. As, B1648DQA Tigre, Provincia de Buenos Aires, Argentina",Tigre,Provincia de Buenos Aires,011 6303-6830,https://www.aromasdelavida.com/,https://maps.google.com/?cid=13938533771542831539,4.5,129,,lunes: Cerrado; martes: 9:00–18:30; miércoles: 9:00–18:30; jueves: 9:00–18:30; viernes: 9:00–18:30; sábado: 9:00–19:00; domingo: 9:00–19:00,@aromasdelavida,,01163036830,8,,Google Places API,2026-05-29
El Loco Del Sahumerio,Tienda Holística / Sahumerios,"Chivilcoy 15, C1407 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 6041-3241,https://www.instagram.com/ellocodelsahumerio,https://maps.google.com/?cid=4831834474965638081,4.9,8,,"lunes: 9:30–13:30, 16:00–19:00; martes: 9:30–13:30, 16:00–19:00; miércoles: 9:30–13:30, 16:00–19:00; jueves: 9:30–13:30, 16:00–19:00; viernes: 9:30–13:30, 16:00–19:00; sábado: 9:30–14:30; domingo: Cerrado",https://www.instagram.com/ellocodelsahumerio,,01160413241,7,,Google Places API,2026-05-29
Manteco.ar Sahumerios y Velas once,Tienda Holística / Sahumerios,"Av. Corrientes 2094, C1040 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,,https://www.manteco.com.ar/,https://maps.google.com/?cid=6444564889582524987,4.9,8,,lunes: 9:00–18:00; martes: 9:00–18:00; miércoles: 9:00–18:00; jueves: 9:00–18:00; viernes: 9:00–18:00; sábado: 9:00–14:00; domingo: Cerrado,@mantecoarsahumeriosy,manteco.ar@gmail.com,5491153402497,5,,Google Places API,2026-05-29
Iluminarte Velas & Sahumerios,Tienda Holística / Sahumerios,"Alianza 951, B1702 Ciudadela, Provincia de Buenos Aires, Argentina",Ciudadela,Provincia de Buenos Aires,011 3033-7401,https://www.iluminarte.com.ar/,https://maps.google.com/?cid=18111312801438823027,4.1,229,,lunes: 7:00–17:00; martes: 7:00–17:00; miércoles: 7:00–17:00; jueves: 7:00–17:00; viernes: 7:00–17:00; sábado: Cerrado; domingo: Cerrado,@iluminartevelassahum,info@iluminarte.com.ar,01130337401,8,,Google Places API,2026-05-29
Mundo Hindú - Urquiza,Tienda Holística / Sahumerios,"Av. Combatientes de Malvinas 3248, C1427 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 2790-0160,https://www.mundohindu.com.ar/,https://maps.google.com/?cid=6441989314617469778,4.7,215,,lunes: 11:00–19:00; martes: 11:00–19:00; miércoles: 11:00–19:00; jueves: 11:00–19:00; viernes: 11:00–19:00; sábado: 11:00–14:00; domingo: Cerrado,@mundohindurquiza,,01127900160,8,,Google Places API,2026-05-29
El Palacio del Sahumerio II,Tienda Holística / Sahumerios,"CID, D'Onofrio 104, B1702DED Ciudadela, Provincia de Buenos Aires, Argentina",Ciudadela,Provincia de Buenos Aires,011 4488-6958,https://www.grupoutopia.com.ar/,https://maps.google.com/?cid=9282974172780356198,4.6,106,,lunes: 9:00–18:00; martes: 9:00–18:00; miércoles: 9:00–18:00; jueves: 9:00–18:00; viernes: 9:00–18:00; sábado: 9:00–15:00; domingo: Cerrado,@elpalaciodelsahumeri,,01144886958,8,,Google Places API,2026-05-29
Kokoró Argentina,Tienda Holística / Sahumerios,"Mendoza 4383, C1430BRU Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 3781-4496,,https://maps.google.com/?cid=1290371780540190849,4.6,161,,lunes: 13:00–19:30; martes: 13:00–19:30; miércoles: 13:00–19:30; jueves: 13:00–19:30; viernes: 13:00–19:30; sábado: 10:00–19:30; domingo: 10:00–19:30,@kokorargentina,,01137814496,6,,Google Places API,2026-05-29
Florería y sahumerios,Tienda Holística / Sahumerios,"Av. Corrientes 1356, C1043ABN, C1043ABN Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 6391-6709,https://www.instagram.com/floresysahumerios?igsh=MXNxdTA3dDZvNGt4Zg==,https://maps.google.com/?cid=11658640946163974537,4.9,20,,lunes: 10:00–20:00; martes: 10:00–20:00; miércoles: 10:00–20:00; jueves: 10:00–20:00; viernes: 10:00–20:00; sábado: 10:00–20:00; domingo: 11:00–20:00,https://www.instagram.com/floresysahumerios?igsh=MXNxdTA3dDZvNGt4Zg==,,01163916709,8,,Google Places API,2026-05-29
Viernes Trece | Tienda Mágica y Esotérica,Tienda Holística / Sahumerios,"Gascón 1093, C1190 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 3514-9041,http://www.viernestrece.com.ar/,https://maps.google.com/?cid=10391135154191053907,4.8,66,,"lunes: 10:00–14:00, 15:00–20:00; martes: 10:00–14:00, 15:00–20:00; miércoles: 10:00–14:00, 15:00–20:00; jueves: 10:00–14:00, 15:00–20:00; viernes: 10:00–14:00, 15:00–20:00; sábado: 10:00–14:00; domingo: Cerrado",@viernestrecetiendamg,nuvempago@2x.png,01135149041,8,,Google Places API,2026-05-29
Armonia,Tienda Holística / Sahumerios,"44 Nte. 426, L6360 Gral. Pico, La Pampa, Argentina",General Pico,La Pampa,02302 15-21-0860,http://armoniaonline.com.ar/,https://maps.google.com/?cid=13890217707484227700,4.8,24,,lunes: 7:00–13:00; martes: 7:00–13:00; miércoles: 7:00–13:00; jueves: 7:00–13:00; viernes: 7:00–13:00; sábado: Cerrado; domingo: Cerrado,@armonia,info@armoniaonline.com.ar,0230215210860,8,,Google Places API,2026-05-29
Pacha Kuyuy,Tienda Holística / Sahumerios,"Mercedes 4599 Frente de color Bordó - Triple Esq. Gutenberg, Gabriela Mistral y, 1417 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 6525-8334,https://www.mercadolibre.com.ar/tienda/pacha-kuyuy,https://maps.google.com/?cid=6678658628309202726,4.7,262,,lunes: 10:00–18:00; martes: 10:00–18:00; miércoles: 10:00–18:00; jueves: 10:00–18:00; viernes: 10:00–18:00; sábado: 8:00–13:00; domingo: Cerrado,@pachakuyuy,nombre@ejemplo.com,01165258334,8,,Google Places API,2026-05-29
Aromatizar Mayorista,Tienda Holística / Sahumerios,"Av. Ejercito Argentino 3469, S3016 Santo Tomé, Santa Fe, Argentina",Santo Tomé,Santa Fe,0342 478-4800,http://aromatizarmayorista.com.ar/,https://maps.google.com/?cid=12084381013330274010,4.7,348,,lunes: 7:30–17:30; martes: 7:30–17:30; miércoles: 7:30–17:30; jueves: 7:30–17:30; viernes: 7:30–17:30; sábado: Cerrado; domingo: Cerrado,@aromatizarmayorista,aromatizarmayorista@gmail.com,03424784800,8,,Google Places API,2026-05-29
sahumerios argentina,Tienda Holística / Sahumerios,"Suipacha 811, B6000 Junín, Provincia de Buenos Aires, Argentina",Junín,Provincia de Buenos Aires,0236 15-431-2706,https://sahumeriosargentina.empretienda.com.ar/,https://maps.google.com/?cid=9391161347719236314,,,,lunes: Abierto 24 horas; martes: Abierto 24 horas; miércoles: Abierto 24 horas; jueves: Abierto 24 horas; viernes: Abierto 24 horas; sábado: Abierto 24 horas; domingo: Cerrado,@sahumeriosargentina,,0236154312706,5,,Google Places API,2026-05-29
Oriente Importadora,Tienda Holística / Sahumerios,"Av. Corrientes 2217, C1046 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 7895-9631,http://www.orienteimportadora.com/,https://maps.google.com/?cid=3275736381489067686,4.3,16,,lunes: 9:00–18:00; martes: 9:00–18:00; miércoles: 9:00–18:00; jueves: 9:00–18:00; viernes: 9:00–18:00; sábado: 9:00–13:00; domingo: Cerrado,@orienteimportadora,,01178959631,7,,Google Places API,2026-05-29
La Botica Milagrosa Corrientes 2240,Tienda Holística / Sahumerios,"Av. Corrientes 2240, C1046AAN Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 4953-0853,http://www.laboticamilagrosa.com.ar/,https://maps.google.com/?cid=772799162718147933,4.6,817,,lunes: 9:00–19:00; martes: 9:00–19:00; miércoles: 9:00–19:00; jueves: 9:00–19:00; viernes: 9:00–19:00; sábado: 9:00–18:00; domingo: Cerrado,@laboticamilagrosacor,,01149530853,8,,Google Places API,2026-05-29
El rey del sahumerio 2,Tienda Holística / Sahumerios,"Pres. José Evaristo Uriburu 326, C1027 AAH, Cdad. Autónoma de Buenos Aires, Argentina",AAH,Ciudad Autónoma de Buenos Aires,,,https://maps.google.com/?cid=14537515303081851635,4.3,3,,,@elreydelsahumerio2,,,3,,Google Places API,2026-05-29
AROMAS DEL ALQUIMISTA,Tienda Holística / Sahumerios,"B1648ATA 18, ATA, Los Sauces, B1648 Tigre, Provincia de Buenos Aires, Argentina",Tigre,Provincia de Buenos Aires,011 5063-4616,,https://maps.google.com/?cid=13077829964576067233,4.5,137,,lunes: Cerrado; martes: Cerrado; miércoles: 10:00–18:00; jueves: 10:00–18:00; viernes: 10:00–18:00; sábado: 10:00–20:00; domingo: 10:00–20:00,@aromasdelalquimista,,01150634616,6,,Google Places API,2026-05-29
Amore di Cosenza,Tienda Holística / Sahumerios,"Av. Pres. Arturo Illia 1630, B1650 Villa Maipú, Provincia de Buenos Aires, Argentina",Villa Maipú,Provincia de Buenos Aires,011 5147-1865,,https://maps.google.com/?cid=14376847707752279814,3.9,83,,,@amoredicosenza,,01151471865,4,,Google Places API,2026-05-29
VelasSahumeriosyMas,Tienda Holística / Sahumerios,"Av. Andrés Rolón 453, B1642 San Isidro, Provincia de Buenos Aires, Argentina",San Isidro,Provincia de Buenos Aires,011 3108-5502,https://velassahumeriosymas.com.ar/,https://maps.google.com/?cid=18016094432708179713,4.6,26,,"lunes: 10:00–13:00, 16:00–19:00; martes: 10:00–13:00, 16:00–19:00; miércoles: 10:00–13:00, 16:00–19:00; jueves: 10:00–13:00, 16:00–19:00; viernes: 10:00–13:00, 16:00–19:00; sábado: 10:00–13:00; domingo: Cerrado",@velassahumeriosymas,,01131085502,8,,Google Places API,2026-05-29
India,Tienda Holística / Sahumerios,"Catamarca 44, M5500 Mendoza, Argentina",,Mendoza,0261 423-3749,http://distribuidoraindia.com/,https://maps.google.com/?cid=15092465316579056338,4.6,253,,lunes: 9:30–19:00; martes: 9:30–19:00; miércoles: 9:30–19:00; jueves: 9:30–19:00; viernes: 9:30–19:00; sábado: 10:00–14:00; domingo: Cerrado,@india,ditribuidoraindia@gmail.com,02614233749,8,,Google Places API,2026-05-29
Santería Xapana,Tienda Holística / Sahumerios,"Av. Hector Arregui 1765, B1665 José C. Paz, Provincia de Buenos Aires, Argentina",José C. Paz,Provincia de Buenos Aires,011 15-2507-9612,,https://maps.google.com/?cid=13017790626854067760,4.7,251,,"lunes: 9:00–13:00, 16:00–19:00; martes: 9:00–13:00, 16:00–19:00; miércoles: 9:00–13:00, 16:00–19:00; jueves: 9:00–13:00, 16:00–19:00; viernes: 9:00–13:00, 16:00–19:00; sábado: 9:00–13:00; domingo: Cerrado",@santeraxapana,,0111525079612,6,,Google Places API,2026-05-29
Sahumerios miramar,Tienda Holística / Sahumerios,"C. 31 1459, B7607 Miramar, Provincia de Buenos Aires, Argentina",Miramar,Provincia de Buenos Aires,011 4041-1937,https://www.facebook.com/sahumeriosmiramar/,https://maps.google.com/?cid=10659678991420776591,4.8,4,,lunes: Abierto 24 horas; martes: Abierto 24 horas; miércoles: Abierto 24 horas; jueves: Abierto 24 horas; viernes: Abierto 24 horas; sábado: Abierto 24 horas; domingo: Cerrado,@sahumeriosmiramar,,01140411937,7,,Google Places API,2026-05-29
El Aromero Sahumerios,Tienda Holística / Sahumerios,"Pedro Pico 63, B8000 Bahía Blanca, Provincia de Buenos Aires, Argentina",Bahía Blanca,Provincia de Buenos Aires,0291 432-2495,https://www.sahumerioszonasur.ar/,https://maps.google.com/?cid=18192627049841733004,4.8,6,,lunes: 10:00–18:30; martes: 10:00–18:30; miércoles: 10:00–18:30; jueves: 10:00–18:30; viernes: 10:00–18:30; sábado: 10:00–14:00; domingo: Cerrado,@elaromerosahumerios,,02914322495,7,,Google Places API,2026-05-29
Belén 1984,Tienda Holística / Sahumerios,"Pres. José Evaristo Uriburu 291, C1027AAE C1027AAE, Cdad. Autónoma de Buenos Aires, Argentina",C1027AAE,Ciudad Autónoma de Buenos Aires,011 2542-1043,http://www.belen1984.com.ar/,https://maps.google.com/?cid=17928171424010197316,4.5,853,,lunes: 8:00–17:00; martes: 8:00–17:00; miércoles: 8:00–17:00; jueves: 8:00–17:00; viernes: 8:00–17:00; sábado: 8:00–12:00; domingo: Cerrado,@beln1984,,01125421043,8,,Google Places API,2026-05-29
Sahumerios CasaBlanca,Tienda Holística / Sahumerios,"Dr. Paul Harris 2450, B8000 Bahía Blanca, Provincia de Buenos Aires, Argentina",Bahía Blanca,Provincia de Buenos Aires,0291 571-6963,https://www.facebook.com/Sahumerioscasablanca/,https://maps.google.com/?cid=9693215798065034245,4.8,5,,lunes: 10:00–20:00; martes: 10:00–20:00; miércoles: 10:00–20:00; jueves: 10:00–20:00; viernes: 10:00–20:00; sábado: 10:00–20:00; domingo: Cerrado,@sahumerioscasablanca,,02915716963,7,,Google Places API,2026-05-29
Sahumerios y esencias,Tienda Holística / Sahumerios,"Arce 486, B1761GDB Pontevedra, Provincia de Buenos Aires, Argentina",Pontevedra,Provincia de Buenos Aires,,,https://maps.google.com/?cid=12262018809075050061,3.7,6,,lunes: Abierto 24 horas; martes: Abierto 24 horas; miércoles: Abierto 24 horas; jueves: Abierto 24 horas; viernes: Abierto 24 horas; sábado: Abierto 24 horas; domingo: Abierto 24 horas,@sahumeriosyesencias,,,1,,Google Places API,2026-05-29
Santería San Jorge,Tienda Holística / Sahumerios,"Perito Moreno 370, 8300, Q8302 FAB, Neuquén, Argentina",FAB,Neuquén,0299 527-2355,https://www.santeriasanjorge.com.ar/,https://maps.google.com/?cid=15682024766486784829,4.7,283,,lunes: 10:00–18:00; martes: 10:00–18:00; miércoles: 10:00–18:00; jueves: 10:00–18:00; viernes: 10:00–18:00; sábado: 9:00–13:00; domingo: Cerrado,@santerasanjorge,santeria.san.jorge.neuquen@gmail.com,02995272355,8,,Google Places API,2026-05-29
Turamaly Piedras,Tienda Holística / Sahumerios,"Pueyrredón 1484 Local 3, B1828 Banfield, Provincia de Buenos Aires, Argentina",Banfield,Provincia de Buenos Aires,011 6549-4804,https://turamaly-piedras.callbell.shop/,https://maps.google.com/?cid=2963169472492044992,4.6,54,,lunes: 11:00–20:00; martes: 11:00–20:00; miércoles: 11:00–20:00; jueves: 11:00–20:00; viernes: 11:00–20:00; sábado: 11:00–20:00; domingo: Cerrado,@turamalypiedras,,01165494804,8,,Google Places API,2026-05-29
